gene	m
UGT2A1	3
UGT2A3	2
UGT2B10	2
UGT2B11	1
UGT2B15	4
UGT2B17	4
UGT2B28	2
UGT2B7	8
UGT3A1	2
UGT8	2
UHMK1	1
UHRF1	1
UHRF1BP1	3
UHRF1BP1L	1
UHRF2	1
UIMC1	7
ULK1	4
ULK2	2
ULK4	15
UMOD	126
UMODL1	3
UMPS	13
UNC119	6
UNC13A	12
UNC13B	5
UNC13C	4
UNC13D	209
UNC45A	7
UNC45B	5
UNC50	1
UNC5B	1
UNC5C	9
UNC5D	1
UNC79	1
UNC80	39
UNC93A	1
UNC93B1	2
UNG	7
UNKL	2
UPB1	19
UPF1	3
UPF2	5
UPF3A	1
UPF3B	21
UPK2	2
UPK3A	7
UPK3B	1
UPP1	1
UQCC1	1
UQCC2	2
UQCC3	1
UQCRB	2
UQCRC1	2
UQCRC2	4
UQCRQ	1
URB1	3
URB2	2
URI1	1
UROC1	5
UROD	125
UROS	51
USB1	23
USF1	2
USF3	4
USH1C	56
ush1cpst	25
USH1G	36
USH2A	1348
USHBP1	1
USP1	1
USP10	1
USP11	1
USP14	2
USP15	2
USP17L2	1
USP18	1
USP19	2
USP2	1
USP24	3
USP26	24
USP27X	3
USP29	2
USP30	2
USP33	1
USP34	4
USP36	1
USP39	1
USP42	1
USP44	2
USP45	5
USP46	3
USP48	1
USP49	2
USP53	6
USP54	1
USP6	2
USP6NL	2
USP7	27
usp7tv2	2
USP8	2
USP9X	64
USP9Y	4
USPL1	1
UTF1	2
UTP20	2
UTP23	1
UTP4	1
UTP6	1
UTRN	2
UTS2	2
UTS2R	1
UVRAG	1
UVSSA	5
VAC14	9
VAMP1	7
vamp1tv3	1
VAMP2	5
VAMP4	2
VAMP7	2
VANGL1	21
VANGL2	12
VAPA	2
VAPB	10
VARS	20
VARS2	13
VASH1	2
VAV1	2
VAV2	3
VAV3	5
VAX1	4
VAX2	2
VCAM1	5
VCAN	25
VCL	40
VCP	72
VCPIP1	1
VCX2	2
VCX3A	2
VCX3B	1
VDAC3	1
VDR	72
VEGFA	18
VEGFB	1
VEGFC	7
VGF	1
VHL	632
VIL1	3
VILL	1
VIM	3
VIP	3
VIPAS39	13
VIPR1	2
VIPR2	30
VIRMA	3
VKORC1	34
VLDLR	30
VMA21	11
VN1R1	1
VN1R4	1
VNN1	4
VPREB1	1
VPS11	3
VPS13A	129
VPS13B	234
VPS13C	13
VPS13D	21
VPS16	1
VPS18	1
VPS25	1
VPS26A	4
VPS26B	1
VPS33A	1
VPS33B	63
VPS35	25
VPS35L	1
VPS36	1
VPS37A	2
VPS39	3
VPS45	4
VPS4A	2
VPS4B	1
VPS50	2
VPS51	1
VPS52	1
VPS53	5
VPS54	1
VPS8	1
VRK1	14
VRK2	3
VSIG1	2
VSIG10L	1
VSIG4	2
VSIR	1
VSTM1	1
VSTM2A	5
VSX1	26
VSX2	15
VTCN1	1
VTN	10
VWA1	1
VWA2	2
VWA3B	4
VWA5B2	1
VWA8	1
VWCE	2
VWF	1093
WAC	37
WAPL	1
WARS	6
WARS2	15
WAS	446
WASF1	3
WASF3	1
WASHC4	9
WASHC5	26
WBP2	3
WDFY3	61
WDFY4	7
WDHD1	2
WDPCP	8
WDR1	11
WDR11	18
WDR13	2
WDR19	45
WDR20	1
WDR26	38
WDR31	2
WDR34	22
WDR35	32
WDR36	39
WDR37	5
WDR4	7
WDR43	1
WDR45	102
WDR45B	4
WDR46	1
WDR48	2
WDR5	2
WDR55	1
WDR59	1
WDR6	2
WDR60	14
WDR62	57
WDR63	1
WDR64	1
WDR66	10
WDR7	2
WDR72	20
WDR73	14
WDR74	1
WDR75	1
WDR76	1
WDR78	1
WDR81	19
WDR83	1
WDR83OS	1
WDR87	2
WDR88	2
WDR90	1
WDR91	1
WDR93	1
WEE1	1
WEE2	24
WFDC1	1
WFS1	427
WHAMM	1
WHRN	35
WIF1	2
WIPF1	3
WIPI2	4
WIZ	1
WNK1	19
wnk1tv3	32
wnk1tv4	8
WNK2	1
WNK3	4
WNK4	20
WNT1	61
WNT10A	90
WNT10B	25
WNT11	1
WNT16	3
WNT2B	2
WNT3	2
WNT3A	2
WNT4	8
WNT5A	11
WNT5B	1
WNT6	4
WNT7A	11
WNT7B	2
WNT8A	2
WNT9A	1
WNT9B	16
WRAP53	11
WRN	118
WRNIP1	2
WSB1	1
WSCD2	1
WT1	194
WT1-AS	1
WWC1	6
WWC2	2
WWC3	1
WWOX	72
wwoxtv2	2
WWP1	2
WWP2	2
XAF1	1
XBP1	3
XDH	36
XG	2
XIAP	102
XIRP1	10
XIRP2	6
xirp2tv1	12
xirp2tv4	1
XIST	3
XK	43
XKR3	1
XKR4	2
XKR6	2
XKR9	1
XPA	53
XPC	101
XPNPEP1	2
XPNPEP2	5
XPNPEP3	2
XPO1	2
XPO4	2
XPO5	4
XPO6	1
XPO7	1
XPOT	2
XPR1	14
XRCC1	11
XRCC2	30
XRCC3	15
XRCC4	15
XRCC5	3
XRCC6	5
XRN2	2
XRRA1	1
XYLT1	30
XYLT2	14
YAE1	1
YAF2	1
YAP1	12
YARS	15
YARS2	25
YBEY	2
YBX2	4
YDJC	1
YEATS2	1
YES1	1
YIF1A	1
YIPF5	1
YLPM1	2
YME1L1	1
YPEL5	1
YRDC	3
YTHDC1	3
YTHDC2	13
YTHDF1	1
YTHDF2	1
YWHAB	2
YWHAE	44
YWHAG	5
YWHAZ	6
YY1	25
YY1AP1	8
ZAN	7
ZAP70	31
ZAR1	1
ZBBX	1
ZBED8	1
ZBTB1	1
ZBTB11	2
ZBTB16	2
ZBTB17	2
ZBTB18	39
ZBTB20	33
zbtb20tv3	2
ZBTB21	2
ZBTB22	1
ZBTB24	26
ZBTB33	2
ZBTB37	1
ZBTB38	4
ZBTB40	5
ZBTB41	2
ZBTB42	1
ZBTB45	1
ZBTB49	1
ZBTB7A	1
ZBTB7B	1
ZBTB7C	1
ZC3H10	1
ZC3H11A	2
ZC3H12A	1
ZC3H12B	2
ZC3H12C	2
ZC3H14	6
ZC3H3	2
ZC3H4	3
ZC3H6	2
ZC3H7A	1
ZC3H7B	1
ZC3HAV1	1
ZC3HC1	1
ZC4H2	18
ZCCHC12	2
ZCCHC13	1
ZCCHC8	1
ZDBF2	8
ZDHHC11	1
ZDHHC15	1
ZDHHC22	1
ZDHHC5	1
ZDHHC8	4
ZDHHC9	14
ZEB1	68
ZEB2	308
ZER1	2
ZFAND2B	1
ZFAND3	1
ZFAND5	1
ZFAT	5
ZFHX2	1
ZFHX3	11
ZFHX4	16
ZFP14	2
ZFP2	1
ZFP30	1
ZFP36	2
ZFP36L1	3
ZFP36L2	1
ZFP57	15
ZFP64	1
ZFP69	2
ZFP90	1
ZFPL1	1
ZFPM1	4
ZFPM2	53
ZFR	2
ZFR2	5
ZFX	1
ZFYVE16	4
ZFYVE26	48
ZFYVE27	5
ZFYVE28	1
ZFYVE9	1
ZGPAT	1
ZGRF1	3
ZHX2	1
ZHX3	11
ZIC1	10
ZIC2	126
ZIC3	45
ZKSCAN5	1
ZMAT5	1
ZMIZ1	19
ZMIZ2	1
ZMPSTE24	36
ZMYM2	4
ZMYM3	2
ZMYM5	3
ZMYM6	6
ZMYND10	17
ZMYND11	16
ZMYND15	1
ZMYND19	1
ZMYND8	1
zmynd8tv9	1
ZNF101	1
ZNF107	1
ZNF112	1
ZNF12	1
ZNF133	4
ZNF135	1
ZNF141	1
ZNF142	1
ZNF143	4
ZNF146	2
ZNF148	4
ZNF157	1
ZNF169	1
ZNF17	1
ZNF175	2
ZNF202	2
ZNF207	1
ZNF213	1
ZNF215	1
ZNF217	2
ZNF219	2
ZNF224	1
ZNF226	2
ZNF229	1
ZNF23	1
ZNF233	1
ZNF236	2
ZNF24	1
ZNF252P	1
ZNF253	1
ZNF257	1
ZNF263	1
ZNF268	3
ZNF277	1
ZNF292	32
ZNF311	1
ZNF318	1
ZNF326	1
ZNF330	1
ZNF331	1
ZNF335	20
ZNF33A	1
ZNF34	1
ZNF341	6
ZNF347	1
ZNF350	4
ZNF354B	1
ZNF362	1
ZNF365	2
znf365tvc	2
ZNF366	2
ZNF37A	1
ZNF382	1
ZNF385A	1
ZNF385B	1
ZNF404	1
ZNF407	8
ZNF408	25
ZNF41	6
ZNF418	1
ZNF419	2
ZNF420	2
ZNF423	12
ZNF426	3
ZNF433	1
ZNF44	2
ZNF440	1
ZNF445	2
ZNF45	1
ZNF451	4
ZNF454	1
ZNF460	1
ZNF462	11
ZNF467	1
ZNF469	79
znf4691ex	1
ZNF480	2
ZNF490	1
ZNF493	1
ZNF496	1
ZNF500	1
ZNF507	1
ZNF512B	6
ZNF513	3
ZNF516	1
ZNF517	1
ZNF518A	1
ZNF518B	2
ZNF519	1
ZNF521	1
ZNF526	3
ZNF527	1
ZNF530	2
ZNF532	2
ZNF534	1
ZNF536	2
ZNF541	1
ZNF543	1
ZNF548	1
ZNF550	1
ZNF551	1
ZNF555	2
ZNF559	2
ZNF565	1
ZNF574	2
ZNF577	3
ZNF582	2
ZNF589	1
ZNF592	1
ZNF594	2
ZNF596	1
ZNF598	1
ZNF600	2
ZNF605	1
ZNF607	2
ZNF614	1
ZNF620	2
ZNF624	1
ZNF626	1
ZNF627	1
ZNF628	1
ZNF630	1
ZNF638	2
ZNF644	17
ZNF646	1
ZNF664	1
ZNF665	1
ZNF668	2
ZNF674	7
ZNF676	1
ZNF681	1
ZNF683	2
ZNF687	4
ZNF7	3
ZNF704	1
ZNF710	1
ZNF711	8
ZNF713	2
ZNF721	1
ZNF727	2
ZNF74	1
ZNF740	1
ZNF750	12
ZNF75D	1
ZNF764	1
ZNF77	4
ZNF774	2
ZNF777	1
ZNF778	4
ZNF780B	1
ZNF783	1
ZNF786	1
ZNF79	1
ZNF799	2
ZNF804A	9
ZNF804B	3
ZNF808	1
ZNF81	4
ZNF813	1
ZNF816	1
ZNF831	2
ZNF844	1
ZNF853	1
ZNF860	2
ZNF862	1
ZNF92	2
ZNF93	1
ZNF99	1
ZNFX1	1
ZNHIT3	1
ZNHIT6	1
ZNRF1	1
ZNRF3	5
ZP1	11
ZP2	6
ZP3	3
ZP4	3
ZPBP	6
ZPBP2	3
ZPLD1	1
ZPR1	2
ZRANB1	2
ZRANB3	3
ZRSR2	1
ZSCAN25	1
ZSCAN29	2
ZSCAN4	1
ZSWIM2	1
ZSWIM6	2
ZSWIM7	1
ZSWIM8	1
ZSWIM9	1
ZWILCH	1
ZXDC	3
ZYX	1
ZZEF1	1
ZZZ3	1
